1,22.6,10.5,35.4
1,25.4,10.5,6.9
1,23.9,10.4,12.1
1,23.5,10.1,9.2
1,22.5,9.7,19.4
1,23.3,9.7,16.3
1,25,11,9.6
1,23.6,9.8,18.4
1,23.7,10.5,20.9
1,23.8,10,9.1
1,24.2,11.5,30.7
1,24.3,10.8,13.1
1,24.3,9.3,1.8
1,25,10.4,1.9
1,23.6,10.6,20
1,24.4,10.1,1.2
1,24.1,9.9,4.8
1,22.8,9.1,12
1,23.8,11.5,44.4
1,23.8,10.9,21.9
1,24.6,10.8,35.3
1,23.3,10.7,25.8
1,24.1,10.2,15.1
1,23.5,10.6,16.8
1,23,9,7
1,24.1,10.9,24
1,24.1,9.8,8.4
1,23.6,10.8,16.1
1,23.8,10.3,21.6
1,23.5,9.9,14.7
1,25.3,10.9,5
1,25.3,10.5,3
1,23.4,9.5,8.5
1,23.1,9.4,21.5
1,22.8,9.5,21.4
1,23.9,9.8,5.8
1,23.8,8.9,2.1
1,24.1,10.9,19.1
1,24.9,10.5,9.1
1,24.2,9.7,11.2
1,23.7,10.5,22.2
1,23.5,10.2,20.7
1,23.8,11.6,42.4
1,23.6,10.3,23.4
1,22.8,9.6,29.3
1,25.2,9.2,1.8
1,23.2,10.3,19.9
1,23.5,11.2,28.3
1,24.9,11,4.6
1,24.5,10.6,14.1
1,23.5,9.5,10.5
1,25.2,10.5,5.3
1,23.3,10.4,26.6
1,23.3,9.6,21.4
1,23.7,10.7,21.2
1,23.8,10.5,12.5
1,23.4,11,35.3
1,25.4,11.5,9.1
1,23.7,11,27.9
1,24.4,9.9,11.9
1,24.5,11,24.8
1,23.2,8.6,14.3
1,23.6,9.1,9.5
1,23.8,9.4,4.8
1,24.6,10.8,7.3
1,24.9,10.4,13.6
1,24.3,9.3,8.9
1,22.3,10,18.2
1,24.6,9.5,6.4
1,24.2,10.3,21.9
1,23.8,9.4,14.2
1,24.7,9.4,4.7
1,24.6,10.3,10.6
1,24.2,9.2,5
1,23.4,9.2,11.1
1,24.1,9.8,7.3
1,24.3,9.6,15.7
1,23.6,9.5,9.5
1,24.5,11,18.9
1,24.4,10.5,6.5
1,23.7,10.2,20.5
1,24.4,10.8,20.2
1,24.1,9.7,13.2
1,23.5,10.3,17.6
1,24.1,10.8,20
1,24,10.2,13.5
1,24.5,10.7,13.1
1,24.8,10.8,4
1,24.1,9.6,11.7
1,25.4,10.6,5.8
2,24.6,12.3,35
2,27.6,11.9,3
2,25.8,11.6,5.7
2,26.1,11.8,8.9
2,22.6,9.4,19.4
2,24.2,12.3,46.2
2,24.6,12.5,41.9
2,26.4,11.8,14.2
2,26,11.7,8.9
2,26.6,11.5,6.1
2,26,11.2,2.3
2,26.9,13.3,16.4
2,25.6,13,36
2,26.2,12.4,17.8
2,24.9,11.9,32.5
2,25.8,12,12.4
2,25.6,12.2,32
2,26.5,11.8,2.4
2,25.4,12.1,11.8
2,25.7,11.8,12.1
2,26.4,11.4,3
2,27.2,12.7,6.5
2,25.1,12.2,33.6
2,26.4,12.6,11.8
2,25.7,10.6,3.5
2,27.4,13.1,5.9
2,25.2,12,27.5
2,26.2,12.7,38.9
2,25.2,11.5,14
2,25.5,11.2,14.3
2,25.3,12.6,21
2,25.6,11.2,15.2
2,26.5,13,20.7
2,27.3,11.9,7.2
2,26.1,12.5,14.2
2,25.6,12.4,29.6
2,25.7,13.2,49.4
2,25,11.4,19.9
2,26.3,12.8,19.8
2,25.8,12.4,20.7
2,26.7,12.7,10.7
2,26.2,13,34.1
2,26,11.2,8.6
2,25.1,12.1,31.8
2,26.1,10.9,5.8
2,27.8,13,13.8
2,26.4,12.2,12.3
2,25.7,12.4,19.6
2,26,12,20.1
2,25.3,11.3,18.8
2,26.7,11.4,4.7
2,27.7,13.6,15.5
2,27.9,13.4,5.2
2,27.1,13.6,28.2
2,27.1,12.7,4.2
2,26.6,11.5,8.4
2,25.4,11.3,7.3
2,27,12.7,10
2,25.8,12.3,13.4
2,28.7,12.9,1.2
2,24.7,11.5,29.2
2,26.3,12.6,15.6
2,27.9,12.4,6.7
2,26.7,12.1,5.8
2,26.6,12,13.5
2,28.4,13.1,10.6
2,28.5,12.1,4.3
2,25.5,11.4,14.8
2,27.7,12.2,5.5
2,26.3,12.2,23.4
2,26.6,11.6,14.3
2,25,10.8,18.9
2,27.6,13.2,13.8
2,26.3,11.3,5.3
2,26,12.1,13.5
2,26.4,12.2,13.6
2,27.3,12.4,6.6
2,25.4,12.2,25.1
2,25.3,12.1,32.7
2,27.1,12.7,8.9
2,26.9,12.2,10.5
2,25.7,12.3,13.3
2,25.8,11.8,12
2,25.2,11.6,32.7
2,27.3,11.7,6.6
2,25.9,12.5,30.2
2,26.8,12.5,13.6
2,27.1,12.9,14.1
2,26.8,11.5,5.3
2,26.3,12.8,36.5
3,30.6,16.3,14
3,32.4,17.3,14.3
3,30.1,15.6,14.4
3,30.1,16.2,26.5
3,28.3,15.2,29.6
3,29,15.5,23.9
3,28.8,15.4,30.9
3,30.7,15.5,7.4
3,32,16.3,4.3
3,31.1,16,9.6
3,28.9,15.5,33.6
3,30.9,15.6,15.7
3,29.4,14.8,20.1
3,30.1,15.7,18.1
3,29.5,16.4,41.8
3,32.5,16.9,4
3,29.8,15.4,17.1
3,30.3,16.1,19.5
3,31,16.6,11.3
3,30.4,16.5,29.4
3,32.7,17.2,10
3,32,16.5,5.2
3,30.7,16.4,15.8
3,32.6,17.1,8
3,31.6,16,11.2
3,29.5,16.4,46.8
3,30,15.5,19.9
3,31.1,16.3,10
3,32.3,16.8,10.7
3,31.3,16.3,13.8
3,30.8,15.9,11.7
3,31,16.3,13.8
3,31,16.2,13.3
3,30.6,15.7,13.2
3,31.2,15.8,8.9
3,30.6,16.1,23.3
3,29.9,15.5,11.8
3,31.8,17.2,13.9
3,29.4,15.3,18.2
3,28.7,15.5,34.3
3,32.3,17.5,7.1
3,31.8,16.9,10.5
3,31.3,16.2,12.5
3,29.3,15.9,52.4
3,31.6,16.1,7.3
3,31,16,16.7
3,31.1,17,19.5
3,30.3,16,22.1
3,31.2,16.7,8.1
3,29.5,15.9,25.4
3,30.7,16.5,28.8
3,30.2,16,21.4
3,33.1,18.2,11
3,31.2,16.6,15
