10,31.6,19.7,51.8
10,30.2,18.9,72.5
10,29.8,19.4,139.6
10,30.7,18.7,67.5
10,31.1,18.8,61
10,30.5,19.1,54.5
10,32,18.7,25
10,30.8,18.4,43.2
10,30.8,18.5,38.6
10,29.6,18.7,118.5
10,30.6,19.3,75.8
10,30.8,18.4,70
10,31.1,18.7,76.7
10,30.1,18.1,49.8
10,30.9,20.6,84.9
10,29.4,19.9,139.3
10,28.7,19.4,161.8
10,32,18.2,18.1
10,30.3,18.6,67.8
10,31.9,19.3,53.2
10,29.7,18.3,67.6
10,30.1,18.2,50.8
10,30,18.3,63.2
10,30,19,60.4
10,31.1,19,68.6
10,30.7,18.4,53
10,30.6,19,61.9
10,30.6,19.7,122
10,30.1,18.6,98.8
10,30.7,19.2,99.9
10,29.8,19.6,118.7
10,31,19.2,79.4
10,30,18.9,98.9
10,30.7,17.9,67.7
10,30.9,18.3,55.2
10,30.8,18.6,64
10,30,18.4,95.9
10,30.7,19.1,70.6
10,30.8,19.5,88
10,31.2,18.7,66.1
10,31.8,19.8,66.7
10,31.3,18.2,44
10,30.4,18.6,96.9
10,30.3,18.6,88
10,29.8,18.7,87.4
10,30.8,19.5,90.9
10,29.6,18.4,64.3
10,30.5,19.6,68.1
10,30.5,19.7,95.4
10,30.4,18.3,50.9
10,32,20.8,72.7
10,31.2,19.1,76.1
10,30.7,18.8,88.5
10,29.2,17.9,84.2
10,29.2,19.4,164.7
10,29,19.3,171.7
10,30.9,19,60.9
10,30,19.9,102.2
10,30.1,20,136.8
10,30.9,18.9,86.6
10,29.7,19,133.5
10,30.2,18,84.9
10,30.8,19.4,88.7
10,31.2,19.2,70.4
10,31.8,19,39.7
10,31.8,18.6,62.9
10,31.2,18.2,43.8
10,30.9,18.4,70.5
10,31.5,18.8,57.1
10,30.9,19.1,75.5
10,30,19.1,105.1
10,31,18.6,66.6
10,30.2,19,122.2
10,31,19.3,96.3
10,30.3,19.8,110.7
10,31.7,18.8,36.9
10,31,19,97.8
10,31.3,18.8,54.5
10,31.4,19.4,48.3
10,31.7,19.1,56
10,31.1,18.9,51.6
10,31.4,19,45.4
10,30.3,18.8,91.2
10,31,18.5,57.9
10,30.1,18.5,124.5
10,31.1,18.8,67.7
10,31.5,19.7,89.9
10,30.9,18.8,46
10,31.4,18.9,48.6
10,30.4,18.8,93.7
