4.000000,34.600000,20.500000,29.500000,26.121319
4.000000,34.600000,21.000000,35.400000,31.693075
4.000000,34.500000,20.200000,13.800000,24.150829
4.000000,35.300000,21.000000,27.800000,23.220680
4.000000,32.600000,18.700000,26.900000,30.061787
4.000000,35.100000,20.700000,12.600000,22.554804
4.000000,31.900000,19.600000,53.300000,57.475639
4.000000,35.900000,21.600000,20.000000,22.351650
4.000000,32.800000,19.900000,64.900000,45.062035
4.000000,34.700000,20.200000,21.900000,21.999636
4.000000,34.400000,20.300000,19.900000,26.367746
4.000000,33.900000,20.700000,31.900000,38.307442
4.000000,35.400000,21.100000,19.300000,23.082924
4.000000,33.500000,20.000000,34.500000,34.908043
4.000000,34.100000,20.800000,27.600000,36.510391
4.000000,34.900000,21.500000,24.900000,33.425980
4.000000,33.000000,19.100000,25.900000,29.934975
4.000000,33.500000,19.500000,24.300000,28.362886
4.000000,34.200000,20.300000,21.300000,28.865982
4.000000,34.200000,20.200000,24.300000,27.715397
4.000000,35.600000,21.700000,34.700000,26.477671
4.000000,35.300000,21.200000,18.200000,25.086790
4.000000,35.100000,20.900000,19.700000,24.433758
4.000000,35.500000,21.500000,23.200000,25.698978
4.000000,35.500000,21.500000,33.600000,25.698978
4.000000,32.700000,19.000000,26.300000,32.872250
4.000000,34.700000,20.300000,23.000000,22.965075
4.000000,34.800000,20.500000,26.400000,23.843086
4.000000,34.400000,21.100000,41.600000,35.841385
4.000000,33.900000,20.400000,24.800000,34.264420
4.000000,35.700000,21.500000,22.000000,23.521925
4.000000,34.700000,20.500000,21.600000,24.959517
4.000000,33.300000,19.700000,40.300000,33.793716
4.000000,35.100000,20.500000,25.300000,20.755598
4.000000,32.800000,19.200000,31.600000,34.261467
4.000000,34.400000,20.300000,18.600000,26.367746
4.000000,33.200000,19.900000,46.000000,38.193001
4.000000,35.500000,21.100000,21.500000,22.067045
4.000000,34.100000,20.000000,30.400000,26.686937
4.000000,34.100000,20.000000,21.300000,26.686937
4.000000,36.100000,22.100000,22.700000,24.609440
4.000000,35.000000,21.600000,36.500000,33.192795
4.000000,33.300000,19.900000,39.500000,36.597099
4.000000,33.300000,19.800000,27.100000,35.183472
4.000000,33.400000,19.900000,34.400000,35.049713
4.000000,34.500000,21.300000,42.900000,36.918671
4.000000,34.900000,21.300000,30.300000,31.070738
4.000000,35.200000,21.400000,27.200000,28.266569
4.000000,34.700000,21.200000,38.500000,32.671852
4.000000,34.400000,20.000000,10.100000,23.210810
4.000000,32.900000,19.800000,35.800000,41.696793
4.000000,35.200000,21.600000,27.800000,30.424000
4.000000,35.000000,21.200000,28.200000,28.655361
4.000000,35.400000,21.500000,21.100000,26.859026
4.000000,33.900000,19.400000,29.900000,22.418694
4.000000,35.300000,21.400000,24.500000,27.047569
4.000000,33.800000,20.200000,20.300000,33.127419
4.000000,35.500000,22.000000,28.600000,30.875698
4.000000,35.100000,21.200000,24.900000,27.417429
4.000000,34.900000,20.300000,16.600000,20.916561
4.000000,34.900000,20.800000,19.300000,25.706787
4.000000,34.600000,20.900000,32.400000,30.527660
4.000000,33.700000,20.100000,31.500000,33.276344
4.000000,35.400000,21.300000,24.800000,24.922646
4.000000,33.200000,19.800000,28.500000,36.739090
4.000000,35.200000,20.800000,17.000000,22.439240
4.000000,34.000000,19.700000,21.400000,24.532917
4.000000,34.200000,19.800000,26.300000,23.342304
4.000000,35.600000,21.000000,26.800000,20.270370
4.000000,35.500000,21.000000,24.400000,21.211998
4.000000,34.300000,20.300000,48.000000,27.593410
4.000000,34.200000,19.900000,22.600000,24.400537
4.000000,36.600000,21.700000,20.800000,17.065512
4.000000,35.500000,21.200000,25.900000,22.941805
4.000000,35.600000,20.700000,20.000000,17.906122
4.000000,34.300000,20.100000,32.100000,25.391289
4.000000,33.900000,20.700000,49.600000,38.307442
4.000000,34.600000,20.500000,24.200000,26.121319
4.000000,35.500000,20.600000,18.200000,17.974142
4.000000,36.000000,21.500000,23.900000,20.592432
4.000000,34.800000,20.700000,29.600000,25.850481
4.000000,34.000000,20.000000,39.000000,27.937883
4.000000,33.500000,19.600000,41.600000,29.623043
4.000000,34.800000,20.800000,32.000000,26.886934
4.000000,35.100000,20.800000,24.900000,23.484030
4.000000,34.800000,20.600000,30.600000,24.836126
4.000000,35.100000,20.300000,24.000000,19.034609
4.000000,35.000000,20.900000,34.800000,25.558149
4.000000,34.700000,19.800000,17.600000,18.359074
4.000000,34.400000,20.000000,28.700000,23.210808
