8,30.2,23.3,278.4
8,31.4,23.4,204.8
8,30.2,23.2,275.4
8,30.4,22.9,217.9
8,30.9,23.5,214
8,30.4,23.1,265.9
8,29.7,23,314
8,29.7,23,310.2
8,30.1,22.8,240.2
8,30,23.1,296.7
8,30.8,23.1,211.6
8,30.2,23,271.5
8,30.8,22.8,192.2
8,30.2,23,250.1
8,30.9,23.5,232.8
8,30.1,23.2,314.1
8,30.1,23.2,281.1
8,30.9,23.2,235.7
8,30.3,23.3,299.2
8,30.8,22.7,166.8
8,30,23.1,279.6
8,30.3,23,240.2
8,30.1,23.1,287.9
8,30.5,23.3,252.1
8,30.5,23.1,223.5
8,30.3,23.4,337.2
8,30.1,23,241.3
8,31.1,23.2,208.6
8,30.2,22.8,235.6
8,30.6,22.9,195.7
8,30.7,23.7,310.2
8,30.6,23,224
8,29.8,23,320.9
8,30.1,23.1,294.2
8,30.2,22.8,238.8
8,30.5,23.1,234.8
8,30.8,23.3,208.8
8,30.5,23.2,252.8
8,31,23.3,238.2
8,30.1,23.1,302.2
8,31.1,23.6,245.6
8,29.9,23.1,302
8,29.8,22.9,245
8,30.6,23.3,294.6
8,30.6,23.3,238
8,30.3,23.4,292.7
8,30.9,23.5,296.7
8,30.1,23.3,294.8
8,30.5,23.2,247.4
8,30.3,23,253.5
8,30.7,23.4,213
8,30.1,23.1,262.3
8,30.3,23.2,280.3
8,30.8,23.3,241.5
8,29.8,23.2,313.6
8,29.9,22.8,262.9
8,30.6,23.3,264
8,30.5,23.3,306.3
8,30.3,23.4,265.2
8,30.6,23.5,278.5
8,30.5,23.4,316.8
8,30.5,23,261.8
8,30.3,23.2,333.9
8,30.5,23,275.4
8,31.1,22.6,206.5
8,30.8,23,228.2
8,30.3,22.7,303.1
8,30.8,22.7,218.5
8,30.7,22.8,263.9
8,30.5,22.8,313.5
8,30.1,22.5,293.1
8,31,22.8,235.4
8,30.3,22.9,324.9
8,31.1,22.8,251.2
8,30.4,22.8,292.2
8,30,22.6,303.9
8,30.5,23,249.1
8,30.3,23,293.1
8,31.1,23,201.3
8,30.5,23.1,279.4
8,30.5,23,237.2
8,30.8,23.1,289.6
8,30.8,23.1,315.2
8,30.3,22.8,275.7
8,30.5,23,240
8,30.8,22.9,221
8,31.3,23.3,258.7
8,30.5,23.1,303.3
8,30.6,23,238.1
8,30.6,23.2,280.9
